Tanggal,Kota/Kabupaten,Suhu Maksimum,Suhu Minimum,Suhu Rata-rata,Curah Hujan,Kelembaban,Kecepatan Angin_Max,Kecepatan Angin_Avg,Arah_Angin_deg,Arah Angin,SS
2020-06-14,Bandung,30.8,20.0,24.4,27.999999999999996,69.0,5.0,2.0,120.0,SE,5.1
2020-06-15,Bandung,31.0,20.8,25.1,0.0,77.0,5.0,1.0,150.0,C ,9.6
2020-06-16,Bandung,31.0,21.0,24.7,27.999999999999996,79.0,3.0,2.0,120.0,N ,7.2
2020-06-17,Bandung,31.2,20.0,24.4,2.0,72.0,5.0,2.0,150.0,SE,4.1
2020-06-18,Bandung,29.6,20.9,24.1,2.0,76.0,3.0,1.0,40.0,E ,9.1
2020-06-19,Bandung,29.2,21.0,24.3,6.0,79.0,3.0,1.0,90.0,C ,7.5
2020-06-20,Bandung,30.0,20.2,23.9,27.999999999999996,71.0,5.0,3.0,100.0,SE,5.3
2020-06-21,Bandung,29.2,19.2,23.0,2.0,75.0,5.0,3.0,180.0,SE,7.9
2020-06-22,Bandung,28.2,19.8,22.4,27.999999999999996,84.0,2.0,1.0,120.0,SE,5.9
2020-06-23,Bandung,29.0,19.6,23.0,6.0,79.0,3.0,1.0,130.0,SE,1.3
2020-06-24,Bandung,29.2,19.8,23.3,2.0,74.0,4.0,2.0,50.0,C ,1.0
2020-06-25,Bandung,30.6,18.9,23.3,2.0,73.0,5.0,3.0,170.0,E ,5.8
2020-06-26,Bandung,30.0,20.2,23.8,2.0,76.0,5.0,2.0,270.0,SE,8.9
2020-06-27,Bandung,29.2,20.2,23.8,27.999999999999996,75.0,3.0,1.0,140.0,C ,8.3
2020-06-28,Bandung,30.0,20.4,24.2,2.0,75.0,3.0,2.0,120.0,NE,7.8
2020-06-29,Bandung,30.4,20.5,24.0,2.0,71.0,4.0,3.0,120.0,SE,8.0
2020-06-30,Bandung,29.4,18.6,23.3,2.0,75.0,3.0,1.0,120.0,E ,6.1
2020-07-01,Bandung,29.4,18.6,23.3,0.0,73.0,3.0,1.0,130.0,SE,7.4
2020-07-02,Bandung,29.8,19.0,22.9,0.0,78.0,5.0,2.0,110.0,E ,7.6
2020-07-03,Bandung,29.8,20.2,23.5,10.6,77.0,3.0,2.0,160.0,S ,4.1
2020-07-04,Bandung,27.6,20.8,23.4,10.9,79.0,2.0,1.0,120.0,C ,1.9
2020-07-05,Bandung,28.6,17.6,21.4,4.0,79.0,5.0,2.0,30.0,C ,0.0
2020-07-06,Bandung,29.8,17.8,22.8,2.0,76.0,5.0,2.0,150.0,SE,6.9
2020-07-07,Bandung,29.6,17.6,24.0,1.0,72.0,5.0,3.0,120.0,SE,6.0
2020-07-08,Bandung,29.2,19.6,23.2,0.0,73.0,4.0,2.0,90.0,E ,6.9
2020-07-09,Bandung,30.0,19.4,22.9,0.0,72.0,5.0,2.0,120.0,SE,8.0
2020-07-10,Bandung,28.2,18.8,22.4,0.0,77.0,4.0,2.0,80.0,E ,5.4
2020-07-11,Bandung,29.8,18.8,23.5,0.0,76.0,5.0,2.0,120.0,SE,4.6
2020-07-12,Bandung,29.8,20.6,24.4,0.0,72.0,3.0,2.0,90.0,SE,7.6
2020-07-13,Bandung,29.8,20.4,23.5,0.0,78.0,5.0,2.0,120.0,SE,7.2
2020-07-14,Bandung,29.6,20.0,23.6,2.0,78.0,5.0,2.0,160.0,SE,7.8
2020-07-15,Bandung,27.4,19.8,23.8,3.2,77.0,5.0,2.0,120.0,E ,5.2
2020-07-16,Bandung,29.6,21.2,23.8,0.0,78.0,2.0,1.0,150.0,C ,1.0
2020-07-17,Bandung,30.0,19.0,23.6,27.999999999999996,74.0,3.0,2.0,210.0,SW,3.0
2020-07-18,Bandung,30.4,19.0,24.0,2.0,70.0,4.0,3.0,140.0,NW,9.0
2020-07-19,Bandung,29.4,19.4,23.1,27.999999999999996,80.0,3.0,1.0,120.0,C ,7.5
2020-07-20,Bandung,30.0,20.0,23.7,17.6,75.0,5.0,2.0,120.0,SE,5.6
2020-07-21,Bandung,29.6,20.0,23.5,0.0,80.0,3.0,1.0,150.0,C ,6.9
2020-07-22,Bandung,29.2,19.6,23.3,16.4,80.0,3.0,1.0,240.0,SW,4.7
2020-07-23,Bandung,28.8,19.2,23.1,2.0,74.0,4.0,3.0,160.0,S ,5.6
2020-07-24,Bandung,31.4,17.6,23.1,0.0,65.0,3.0,2.0,60.0,SE,5.5
2020-07-25,Bandung,29.6,17.6,22.6,2.0,66.0,5.0,3.0,60.0,SE,9.2
2020-07-26,Bandung,29.0,17.6,22.2,2.0,72.0,5.0,3.0,150.0,SE,8.5
2020-07-27,Bandung,30.4,17.500000000000004,22.1,0.0,65.0,3.0,2.0,120.0,E ,6.5
2020-07-28,Bandung,30.0,17.500000000000004,22.7,0.0,66.0,5.0,2.0,150.0,SE,9.7
2020-07-29,Bandung,30.2,17.500000000000004,21.9,0.0,68.0,6.0,3.0,60.0,SE,9.6
2020-07-30,Bandung,28.8,17.500000000000004,21.7,2.0,64.0,5.0,3.0,240.0,E ,9.5
2020-07-31,Bandung,30.0,17.6,22.0,2.0,66.0,5.0,2.0,120.0,E ,9.2
2020-08-01,Bandung,30.4,17.500000000000004,22.1,2.0,69.0,3.0,1.0,150.0,SE,9.2
2020-08-02,Bandung,30.0,20.4,23.5,0.0,70.0,5.0,2.0,270.0,E ,9.2
2020-08-03,Bandung,29.8,18.7,24.1,2.0,74.0,4.0,2.0,260.0,C ,7.5
2020-08-04,Bandung,28.0,21.2,23.8,0.0,79.0,3.0,1.0,120.0,C ,7.3
2020-08-05,Bandung,29.4,19.4,23.3,14.6,78.0,3.0,1.0,70.0,C ,1.4
2020-08-06,Bandung,30.0,19.2,23.9,27.999999999999996,75.0,3.0,2.0,270.0,SE,5.9
2020-08-07,Bandung,30.8,20.0,24.6,2.0,76.0,5.0,2.0,290.0,W ,8.2
2020-08-08,Bandung,30.2,22.2,25.1,2.0,76.0,4.0,2.0,270.0,W ,7.1
2020-08-09,Bandung,30.4,21.4,25.0,0.0,74.0,4.0,2.0,250.0,W ,5.0
2020-08-10,Bandung,31.0,21.4,25.0,0.0,74.0,4.0,2.0,270.0,SW,8.2
2020-08-11,Bandung,29.2,21.5,24.1,2.0,78.0,3.0,2.0,130.0,SE,7.5
2020-08-12,Bandung,30.8,20.8,23.8,20.0,83.0,3.0,1.0,210.0,E ,2.0
2020-08-13,Bandung,27.8,20.8,23.2,27.999999999999996,87.0,3.0,1.0,140.0,C ,2.9
2020-08-14,Bandung,27.6,21.0,23.2,2.2,84.0,3.0,1.0,210.0,C ,3.0
2020-08-15,Bandung,29.4,18.5,22.5,3.6,80.0,4.0,2.0,250.0,W ,1.2
2020-08-16,Bandung,30.0,19.2,23.7,0.8,79.0,2.0,2.0,30.0,W ,6.3
2020-08-17,Bandung,30.2,19.8,24.1,0.4,75.0,3.0,2.0,180.0,SE,6.5
2020-08-18,Bandung,28.0,19.8,23.3,0.0,78.0,3.0,1.0,270.0,C ,7.7
2020-08-19,Bandung,30.4,19.8,24.3,2.0,74.0,4.0,3.0,260.0,SE,2.5
2020-08-20,Bandung,30.0,19.8,23.5,0.0,70.0,4.0,2.0,30.0,NE,7.6
2020-08-21,Bandung,30.2,19.2,23.4,0.0,71.0,3.0,1.0,340.0,C ,6.9
2020-08-22,Bandung,30.0,18.0,23.7,0.0,66.0,3.0,2.0,120.0,SE,9.4
2020-08-23,Bandung,32.4,19.0,24.7,2.0,66.0,4.0,2.0,160.0,W ,5.2
2020-08-24,Bandung,29.2,20.0,23.3,0.0,74.0,4.0,2.0,120.0,NE,7.5
2020-08-25,Bandung,32.0,19.0,24.0,0.0,61.0,4.0,2.0,150.0,SE,6.0
2020-08-26,Bandung,31.0,20.6,24.8,0.0,58.0,5.0,3.5,60.0,E ,9.2
2020-08-27,Bandung,32.0,18.6,23.8,2.0,63.0,5.0,3.0,180.0,SE,9.0
2020-08-28,Bandung,29.8,19.0,23.6,0.0,67.0,6.0,3.0,120.0,E ,8.9
2020-08-29,Bandung,30.6,19.0,24.2,0.0,70.0,5.0,2.0,90.0,S ,8.5
2020-08-30,Bandung,30.8,18.8,23.5,0.0,70.0,6.0,2.0,270.0,SW,7.2
2020-08-31,Bandung,31.6,19.0,23.9,2.0,66.0,5.0,2.0,150.0,SE,7.1
2020-09-01,Bandung,31.2,18.6,26.612499999999997,0.0,58.0,3.0,2.0,90.0,E ,7.8
2020-09-02,Bandung,28.0,18.6,25.2,0.0,67.0,3.0,1.0,90.0,C ,9.2
2020-09-03,Bandung,28.6,20.2,26.2,27.999999999999996,66.0,5.0,2.0,120.0,E ,2.6
2020-09-04,Bandung,31.2,21.8,26.612499999999997,2.0,58.0,4.0,2.0,190.0,S ,3.2
2020-09-05,Bandung,32.2,21.8,26.612499999999997,0.0,58.0,7.0,3.0,110.0,E ,7.8
2020-09-06,Bandung,31.0,19.8,26.612499999999997,0.0,58.0,5.0,1.0,150.0,C ,8.7
2020-09-07,Bandung,32.0,19.0,26.612499999999997,0.0,58.0,5.0,2.0,120.0,NE,7.8
2020-09-08,Bandung,30.2,19.3,26.612499999999997,2.0,58.0,5.0,3.0,140.0,E ,7.9
2020-09-09,Bandung,30.6,19.2,26.612499999999997,0.0,58.0,3.0,1.0,120.0,E ,8.0
2020-09-10,Bandung,30.0,21.0,26.612499999999997,0.0,58.0,4.0,2.0,150.0,SE,6.0
2020-09-11,Bandung,31.0,21.2,26.612499999999997,0.0,58.0,5.0,2.0,60.0,NE,5.8
2020-09-12,Bandung,31.6,19.7,26.612499999999997,2.0,58.0,5.0,3.0,90.0,E ,7.2
2020-09-13,Bandung,29.0,19.8,26.6,0.0,58.0,2.0,2.0,270.0,W ,7.5
2020-09-14,Bandung,29.8,19.6,26.0,12.5,66.0,3.0,1.0,120.0,C ,5.1
2020-09-15,Bandung,30.4,19.8,25.9,2.6,64.0,4.0,1.0,270.0,C ,6.4
2020-09-16,Bandung,30.4,17.500000000000004,26.1,12.0,58.0,5.0,3.0,200.0,E ,5.9
2020-09-17,Bandung,29.6,19.4,25.8,0.0,58.0,5.0,2.0,360.0,NE,7.5
2020-09-18,Bandung,29.2,19.2,26.5,0.0,58.0,2.0,1.0,150.0,C ,5.1
2020-09-19,Bandung,32.0,19.0,26.612499999999997,0.0,58.0,5.0,3.0,120.0,NE,5.4
2020-09-20,Bandung,29.2,21.2,24.8,2.0,74.0,5.0,2.0,140.0,C ,9.1
2020-09-21,Bandung,29.6,19.4,25.7,6.4,70.0,3.0,1.0,60.0,W ,2.2
2020-09-22,Bandung,29.0,19.6,25.2,3.6,74.0,5.0,2.0,140.0,C ,4.7
2020-09-23,Bandung,31.6,19.3,26.612499999999997,27.2,64.0,4.0,2.0,170.0,S ,3.2
2020-09-24,Bandung,33.0,21.4,26.612499999999997,0.0,58.0,5.0,2.0,120.0,SE,6.3
2020-09-25,Bandung,31.6,21.4,26.612499999999997,27.999999999999996,58.0,4.0,2.0,120.0,SE,9.1
2020-09-26,Bandung,32.2,20.0,26.612499999999997,0.0,58.0,5.0,2.0,150.0,SE,7.9
2020-09-27,Bandung,29.6,20.6,25.3,0.0,72.0,4.0,2.0,50.0,C ,7.4
2020-09-28,Bandung,30.8,19.8,26.612499999999997,23.4,58.0,8.0,3.5,110.0,E ,4.0
2020-09-29,Bandung,31.2,20.8,26.612499999999997,2.0,58.0,8.0,3.5,120.0,SE,7.9
2020-09-30,Bandung,31.4,20.2,26.612499999999997,0.0,58.0,3.0,2.0,90.0,E ,8.9
2020-10-01,Bandung,30.4,20.4,24.8,0.0,69.0,7.0,3.0,30.0,NE,9.0
2020-10-02,Bandung,31.5,20.3,25.2,2.0,65.0,5.0,3.0,280.0,E ,7.1
2020-10-03,Bandung,30.2,22.0,24.9,0.2,75.0,4.0,2.0,90.0,SE,6.0
2020-10-04,Bandung,30.6,21.0,26.612499999999997,1.0,58.0,5.0,2.0,120.0,SE,4.7
2020-10-05,Bandung,30.0,21.0,24.3,0.0,69.0,8.0,3.0,120.0,E ,8.6
2020-10-06,Bandung,30.2,19.8,23.8,2.6,73.0,5.0,3.5,150.0,SE,5.1
2020-10-07,Bandung,30.0,19.6,24.4,0.0,72.0,5.0,2.0,30.0,SE,5.0
2020-10-08,Bandung,30.0,20.4,24.2,0.0,70.0,3.0,1.0,70.0,C ,7.7
2020-10-09,Bandung,28.6,21.0,23.8,0.0,80.0,5.0,2.0,110.0,W ,3.7
2020-10-10,Bandung,30.2,20.3,23.5,2.4,80.0,5.0,3.0,130.0,SE,4.5
2020-10-11,Bandung,31.0,20.6,25.5,0.0,66.0,5.0,2.0,120.0,NE,1.5
2020-10-12,Bandung,30.2,21.0,24.2,0.0,69.0,4.0,1.0,70.0,E ,5.6
2020-10-13,Bandung,30.0,21.0,25.1,0.0,71.0,5.0,2.0,110.0,C ,4.4
2020-10-14,Bandung,32.0,20.0,24.9,2.0,70.0,5.0,3.0,160.0,SE,4.9
2020-10-15,Bandung,29.6,20.0,25.0,0.0,70.0,4.0,2.0,240.0,SW,7.2
2020-10-16,Bandung,30.6,21.6,23.8,27.999999999999996,76.0,4.0,2.0,150.0,C ,6.0
2020-10-17,Bandung,28.6,20.4,23.2,27.999999999999996,81.0,5.0,2.0,160.0,E ,5.1
2020-10-18,Bandung,29.0,20.9,23.5,27.999999999999996,82.0,8.0,2.0,170.0,SE,3.2
2020-10-19,Bandung,27.8,20.0,22.8,27.0,84.0,3.0,1.0,270.0,C ,4.8
2020-10-20,Bandung,27.6,19.8,21.6,3.1,94.0,3.0,1.0,290.0,W ,1.2
2020-10-21,Bandung,29.0,20.4,23.3,27.999999999999996,88.0,3.0,1.0,240.0,C ,3.5
2020-10-22,Bandung,27.8,20.4,22.2,11.0,92.0,5.0,2.0,320.0,N ,1.6
2020-10-23,Bandung,28.2,20.6,23.0,25.0,88.0,2.0,1.0,120.0,C ,4.0
2020-10-24,Bandung,30.0,19.6,22.6,6.8,87.0,4.0,1.0,280.0,C ,2.9
2020-10-25,Bandung,27.2,19.8,21.8,27.999999999999996,94.0,3.0,1.0,210.0,C ,5.2
2020-10-26,Bandung,29.5,20.0,22.9,27.999999999999996,84.0,4.0,2.0,350.0,SE,3.6
2020-10-27,Bandung,27.2,20.2,22.5,9.5,88.0,2.0,1.0,270.0,C ,3.5
2020-10-28,Bandung,28.8,19.0,23.5,25.7,83.0,4.0,1.0,270.0,C ,2.1
2020-10-29,Bandung,28.8,19.4,23.0,10.4,84.0,4.0,1.0,120.0,C ,5.9
2020-10-30,Bandung,27.4,19.8,23.0,4.0,81.0,3.0,2.0,150.0,E ,4.1
2020-10-31,Bandung,29.8,20.4,23.0,4.4,85.0,5.0,1.0,240.0,SE,1.9
2020-11-01,Bandung,30.0,19.8,24.2,19.0,81.0,6.0,2.0,280.0,W ,5.7
2020-11-02,Bandung,30.0,19.6,24.4,27.999999999999996,75.0,5.0,2.0,150.0,C ,8.3
2020-11-03,Bandung,31.0,19.5,24.3,2.0,69.0,5.0,3.0,320.0,NW,2.1
2020-11-04,Bandung,29.6,20.2,24.8,0.0,78.0,3.0,2.0,240.0,W ,7.7
2020-11-05,Bandung,27.8,22.2,24.0,0.2,81.0,4.0,1.0,280.0,W ,4.5
2020-11-06,Bandung,31.6,20.8,24.9,0.8,64.0,6.0,2.0,90.0,E ,1.8
2020-11-07,Bandung,31.0,20.8,24.4,2.0,74.0,5.0,3.5,130.0,SE,8.8
2020-11-08,Bandung,27.2,20.2,22.4,27.999999999999996,77.0,3.0,1.0,30.0,C ,3.6
2020-11-09,Bandung,29.8,19.0,22.8,27.999999999999996,78.0,3.0,1.0,270.0,C ,0.8
2020-11-10,Bandung,30.4,19.4,23.8,21.5,78.0,5.0,3.0,120.0,E ,4.8
2020-11-11,Bandung,32.2,20.0,24.8,9.0,74.0,5.0,3.0,110.0,S ,5.8
2020-11-12,Bandung,30.8,20.6,24.9,7.6,77.0,2.0,1.0,130.0,C ,8.0
2020-11-13,Bandung,30.6,20.2,24.3,0.0,78.0,2.0,1.0,150.0,C ,5.7
2020-11-14,Bandung,31.0,20.6,24.6,8.5,77.0,4.0,2.0,100.0,W ,4.9
2020-11-15,Bandung,30.8,21.0,24.6,1.2,76.0,6.0,3.0,90.0,E ,6.4
2020-11-16,Bandung,30.8,20.6,24.5,0.0,76.0,5.0,2.0,140.0,E ,5.3
2020-11-17,Bandung,32.4,21.4,26.1,27.999999999999996,67.0,4.0,2.0,160.0,SE,4.1
2020-11-18,Bandung,30.4,22.4,25.6,0.0,72.0,5.0,1.0,120.0,C ,8.7
2020-11-19,Bandung,31.4,20.8,24.5,2.0,76.0,3.0,2.0,140.0,C ,2.3
2020-11-20,Bandung,31.4,21.4,24.0,3.2,81.0,4.0,2.0,200.0,SE,4.2
2020-11-21,Bandung,27.4,21.1,22.4,15.4,93.0,4.0,1.0,20.0,C ,3.5
2020-11-22,Bandung,29.0,19.6,22.5,27.999999999999996,87.0,3.0,1.0,250.0,SE,2.1
2020-11-23,Bandung,28.6,19.8,22.9,5.6,86.0,5.0,2.0,270.0,C ,5.0
2020-11-24,Bandung,28.9,20.4,23.3,2.9,82.0,5.0,1.0,100.0,C ,3.3
2020-11-25,Bandung,30.8,19.8,23.0,7.0,83.0,5.0,2.0,180.0,C ,3.5
2020-11-26,Bandung,30.2,18.0,23.2,27.999999999999996,71.0,4.0,2.0,270.0,NW,5.8
2020-11-27,Bandung,31.6,18.4,25.0,1.0,66.0,3.0,1.0,150.0,C ,7.1
2020-11-28,Bandung,26.6,21.2,23.2,1.0,88.0,2.0,0.0,300.0,C ,5.2
2020-11-29,Bandung,28.4,20.8,23.5,10.2,75.0,5.0,1.0,250.0,C ,0.5
2020-11-30,Bandung,28.6,21.0,23.2,0.6,83.0,6.0,2.0,270.0,W ,0.6
2020-12-01,Bandung,30.2,21.2,24.1,18.2,82.0,5.0,2.0,270.0,W ,0.5
2020-12-02,Bandung,31.0,21.0,24.8,3.1,76.0,4.0,2.0,260.0,W ,5.5
2020-12-03,Bandung,29.2,21.0,24.7,4.0,76.0,5.0,2.0,240.0,NW,7.7
2020-12-04,Bandung,29.8,21.2,24.5,0.6,79.0,4.0,2.0,210.0,NW,3.9
2020-12-05,Bandung,27.2,21.6,23.5,0.3,77.0,7.0,3.5,320.0,NW,6.0
2020-12-06,Bandung,26.299999999999997,21.2,22.0,0.7,87.0,5.0,2.0,320.0,NW,1.5
2020-12-07,Bandung,27.2,20.2,22.9,11.2,80.0,4.0,2.0,270.0,W ,0.0
2020-12-08,Bandung,28.8,20.0,23.5,27.999999999999996,73.0,8.0,3.5,240.0,SW,1.6
2020-12-09,Bandung,26.8,20.0,23.4,2.5,78.0,5.0,3.0,290.0,W ,7.7
2020-12-10,Bandung,29.2,21.2,23.7,0.4,78.0,5.0,3.0,290.0,W ,3.0
2020-12-11,Bandung,28.2,20.8,23.5,0.4,78.0,7.0,3.0,350.0,W ,4.6
2020-12-12,Bandung,29.2,21.0,24.3,14.8,77.0,6.0,2.0,290.0,W ,3.5
2020-12-13,Bandung,28.0,21.6,23.4,2.6,80.0,5.0,2.0,330.0,W ,4.2
2020-12-14,Bandung,29.0,21.2,24.1,0.5,81.0,6.0,3.0,300.0,W ,0.8
2020-12-15,Bandung,29.8,20.4,24.3,0.6,74.0,6.0,3.5,300.0,W ,2.4
2020-12-16,Bandung,30.4,21.2,24.2,1.2,79.0,4.0,2.0,320.0,W ,3.1
2020-12-17,Bandung,29.0,21.6,23.8,0.6,77.0,4.0,2.0,330.0,W ,5.4
2020-12-18,Bandung,26.8,21.5,22.6,10.8,83.0,5.0,3.0,330.0,W ,3.1
2020-12-19,Bandung,30.8,20.7,24.6,3.8,67.0,4.0,2.0,200.0,W ,0.6
2020-12-20,Bandung,30.0,20.0,24.3,0.0,73.0,8.0,3.0,300.0,NW,7.3
2020-12-21,Bandung,27.2,20.6,24.0,0.0,72.0,5.0,2.0,270.0,W ,4.6
2020-12-22,Bandung,29.4,20.0,24.5,1.4,73.0,4.0,2.0,330.0,NW,2.1
2020-12-23,Bandung,30.0,20.4,23.3,2.0,79.0,5.0,2.0,330.0,NW,6.6
2020-12-24,Bandung,29.2,20.4,22.6,27.999999999999996,86.0,2.0,1.0,170.0,C ,5.6
2020-12-25,Bandung,29.5,19.6,23.3,27.999999999999996,80.0,6.0,3.0,330.0,W ,5.2
2020-12-26,Bandung,30.4,19.8,24.0,5.4,76.0,5.0,2.0,300.0,NW,3.1
2020-12-27,Bandung,30.4,21.0,24.1,0.8,78.0,6.0,2.0,270.0,NW,3.9
2020-12-28,Bandung,30.0,20.4,24.7,0.8,72.0,7.0,3.0,60.0,NE,8.3
2020-12-29,Bandung,28.0,22.4,24.4,27.999999999999996,76.0,7.0,2.0,300.0,W ,4.2
2020-12-30,Bandung,27.4,21.8,22.7,0.9,76.0,5.0,3.0,260.0,NW,2.6
2020-12-31,Bandung,28.8,21.0,23.8,7.6,74.0,5.0,3.0,360.0,NW,0.2
2021-01-01,Bandung,29.6,20.8,23.3,27.999999999999996,76.0,5.0,3.0,330.0,NW,3.0
2021-01-02,Bandung,30.0,21.2,24.9,0.8,68.0,5.0,2.0,350.0,NE,3.9
2021-01-03,Bandung,30.0,21.4,24.1,1.8,74.0,4.0,2.0,300.0,W ,2.3
2021-01-04,Bandung,28.6,20.5,23.0,6.8,79.0,5.0,3.0,290.0,NW,4.8
2021-01-05,Bandung,28.0,20.4,23.4,7.2,80.0,5.0,2.0,280.0,W ,2.6
2021-01-06,Bandung,29.8,20.6,24.3,0.0,77.0,5.0,2.0,270.0,W ,0.7
2021-01-07,Bandung,28.2,21.8,24.0,27.999999999999996,79.0,6.0,3.0,30.0,NE,4.7
2021-01-08,Bandung,29.6,21.2,24.0,3.2,80.0,4.0,2.0,310.0,NW,2.2
2021-01-09,Bandung,29.4,21.6,23.4,0.2,85.0,5.0,3.0,330.0,SW,5.8
2021-01-10,Bandung,28.0,21.0,23.0,19.3,88.0,5.0,2.0,250.0,E ,3.7
2021-01-11,Bandung,29.0,20.8,24.0,4.2,83.0,3.0,1.0,300.0,W ,0.6
2021-01-12,Bandung,30.4,20.8,23.6,2.2,83.0,8.0,3.0,290.0,NE,6.2
2021-01-13,Bandung,29.0,20.4,24.1,9.8,74.0,5.0,2.0,280.0,W ,6.4
2021-01-14,Bandung,27.2,21.0,22.9,3.5,85.0,4.0,3.0,260.0,W ,5.7
2021-01-15,Bandung,28.8,20.9,23.8,6.5,76.0,3.0,1.0,300.0,C ,0.4
2021-01-16,Bandung,29.2,20.0,22.8,2.0,76.0,4.0,1.0,310.0,C ,0.9
2021-01-17,Bandung,29.4,19.4,23.4,27.999999999999996,78.0,5.0,3.0,100.0,SE,2.1
2021-01-18,Bandung,29.0,19.0,23.9,2.0,75.0,5.0,3.0,320.0,NW,6.5
2021-01-19,Bandung,26.299999999999997,19.8,21.6,3.6,82.0,6.0,3.5,280.0,W ,7.6
2021-01-20,Bandung,26.6,20.0,22.5,2.3,87.0,4.0,2.0,270.0,W ,0.3
2021-01-21,Bandung,28.6,20.8,23.2,0.4,85.0,5.0,2.0,230.0,W ,0.4
2021-01-22,Bandung,29.8,20.6,23.7,2.4,77.0,5.0,2.0,180.0,S ,3.8
2021-01-23,Bandung,29.2,20.2,23.5,1.0,73.0,5.0,3.0,260.0,NW,3.5
2021-01-24,Bandung,27.2,20.2,23.1,0.3,84.0,6.0,3.0,240.0,NW,4.6
2021-01-25,Bandung,29.6,20.6,23.5,0.6,80.0,3.0,1.0,280.0,W ,0.0
2021-01-26,Bandung,29.4,20.6,23.7,9.2,84.0,7.0,2.0,290.0,W ,4.8
2021-01-27,Bandung,26.6,20.8,22.6,10.6,82.0,4.0,3.0,90.0,E ,4.7
2021-01-28,Bandung,27.6,20.6,22.8,2.0,81.0,5.0,2.0,290.0,NW,0.7
2021-01-29,Bandung,26.4,20.7,21.6,3.6,87.0,5.0,3.5,290.0,NW,2.8
2021-01-30,Bandung,26.299999999999997,20.2,22.3,12.4,82.0,5.0,3.0,270.0,NW,0.2
2021-01-31,Bandung,26.299999999999997,20.4,22.9,0.3,83.0,3.0,2.0,290.0,W ,0.4
2021-02-01,Bandung,28.6,20.8,22.8,0.2,84.0,6.0,3.0,270.0,W ,2.9
2021-02-02,Bandung,28.0,20.4,23.4,18.8,81.0,5.0,2.0,280.0,W ,5.7
2021-02-03,Bandung,26.4,20.6,22.6,8.2,86.0,7.0,3.5,250.0,W ,5.9
2021-02-04,Bandung,28.4,21.0,22.3,2.0,86.0,5.0,3.0,270.0,W ,0.7
2021-02-05,Bandung,27.6,20.6,23.4,20.0,82.0,3.0,2.0,260.0,W ,5.5
2021-02-06,Bandung,27.0,20.8,23.4,2.8,79.0,6.0,3.5,300.0,W ,6.2
2021-02-07,Bandung,27.0,20.8,22.5,12.2,92.0,5.0,2.0,330.0,W ,1.6
2021-02-08,Bandung,28.4,20.8,23.5,27.999999999999996,81.0,6.0,3.0,270.0,NW,2.4
2021-02-09,Bandung,27.6,21.0,23.8,0.8,80.0,6.0,3.0,270.0,W ,4.3
2021-02-10,Bandung,27.2,21.0,23.3,2.6,83.0,5.0,2.0,250.0,W ,5.2
2021-02-11,Bandung,30.4,20.4,24.4,27.999999999999996,74.0,5.0,3.0,300.0,W ,1.9
2021-02-12,Bandung,30.6,20.4,25.0,0.0,73.0,4.0,2.0,270.0,NW,8.0
2021-02-13,Bandung,30.2,21.6,24.3,0.0,76.0,5.0,3.0,240.0,W ,9.3
2021-02-14,Bandung,29.6,21.4,24.5,0.0,80.0,6.0,3.0,270.0,W ,5.8
2021-02-15,Bandung,30.0,21.6,24.5,2.0,78.0,5.0,3.0,270.0,W ,4.7
2021-02-16,Bandung,28.2,21.6,24.2,0.0,80.0,3.0,2.0,290.0,W ,4.9
2021-02-17,Bandung,26.299999999999997,22.0,23.5,0.0,77.0,5.0,2.0,240.0,NW,3.6
2021-02-18,Bandung,29.0,21.6,23.0,0.4,78.0,4.0,3.0,270.0,W ,0.0
2021-02-19,Bandung,26.299999999999997,20.4,21.6,8.4,88.0,4.0,2.0,300.0,W ,2.1
2021-02-20,Bandung,26.4,20.4,22.3,3.2,84.0,5.0,2.0,270.0,W ,0.2
2021-02-21,Bandung,28.0,20.2,23.4,17.0,82.0,5.0,3.0,280.0,W ,2.1
2021-02-22,Bandung,30.2,20.3,23.8,27.999999999999996,77.0,5.0,2.0,270.0,SW,5.4
2021-02-23,Bandung,29.8,20.2,23.7,2.0,74.0,4.0,2.0,270.0,W ,6.0
2021-02-24,Bandung,26.299999999999997,20.4,22.6,1.4,82.0,3.0,1.0,320.0,W ,3.8
2021-02-25,Bandung,28.0,20.4,23.5,1.6,79.0,8.0,3.5,330.0,NW,0.0
2021-02-26,Bandung,27.6,20.6,23.2,18.4,83.0,5.0,2.0,290.0,W ,3.7
2021-02-27,Bandung,29.4,20.2,24.1,5.6,76.0,4.0,2.0,40.0,W ,4.0
2021-02-28,Bandung,29.8,20.4,24.7,0.0,70.0,3.0,2.0,230.0,W ,3.4
2021-03-01,Bandung,32.2,22.0,25.9,0.0,65.0,5.0,3.0,290.0,NW,4.0
2021-03-02,Bandung,30.0,22.0,24.7,0.5,77.0,6.0,2.0,310.0,W ,7.3
2021-03-03,Bandung,30.2,21.6,23.9,0.2,80.0,6.0,2.0,240.0,C ,6.1
2021-03-04,Bandung,30.2,20.0,23.8,27.999999999999996,81.0,3.0,1.0,280.0,C ,5.5
2021-03-05,Bandung,31.0,20.4,23.3,2.8,79.0,5.0,2.0,210.0,W ,5.3
2021-03-06,Bandung,30.4,20.0,23.4,27.999999999999996,83.0,6.0,2.0,290.0,C ,3.9
2021-03-07,Bandung,28.8,20.4,23.5,12.8,79.0,5.0,1.0,280.0,C ,5.8
